,footlength,Age,weightkg,stature,waistbreadth/chestbreadth,error,waistcircumference
842,260,42,669,1704,1.071969696969697,-9.0316162109375,827
843,262,49,856,1783,1.0297029702970297,-48.13043212890625,913
844,285,45,964,1775,1.1821305841924399,-16.9891357421875,1010
845,265,38,759,1749,1.0892193308550187,-73.3214111328125,816
846,279,36,818,1794,1.183453237410072,9.49273681640625,944
847,274,44,885,1724,1.0670926517571886,31.3970947265625,1011
848,290,42,1046,1831,1.140893470790378,16.63525390625,1058
849,292,48,905,1867,1.1842105263157894,-36.2750244140625,954
850,281,40,856,1794,1.147766323024055,38.63714599609375,985
851,273,40,893,1777,1.120879120879121,-21.304931640625,954
852,269,41,827,1771,1.20703125,-32.0823974609375,935
853,271,46,1012,1805,1.2532467532467533,46.994873046875,1143
854,263,40,832,1739,1.213235294117647,-13.76959228515625,970
855,266,48,942,1733,1.2752613240418118,-15.363525390625,1068
856,255,45,966,1694,1.1907894736842106,-34.2608642578125,1044
857,295,47,1036,1821,1.1447811447811447,1.4251708984375,1044
858,268,42,788,1765,1.0780141843971631,-19.7523193359375,888
859,278,41,873,1779,1.1174377224199288,-68.58111572265625,893
860,282,38,926,1802,1.056105610561056,-6.4024658203125,948
861,262,44,846,1783,1.120274914089347,-9.892822265625,952
862,294,40,878,1853,1.0809859154929577,3.3143310546875,924
863,268,43,808,1744,1.159468438538206,42.20465087890625,992
864,263,45,816,1709,1.1616161616161615,11.6129150390625,994
865,280,39,895,1855,1.1569965870307166,36.385498046875,991
866,275,41,882,1765,1.0766666666666667,-34.20574951171875,928
867,271,45,890,1764,1.07,-0.2955322265625,977
868,284,42,1015,1807,1.1274509803921569,19.70166015625,1052
869,286,46,895,1775,1.1048951048951048,-39.33941650390625,921
870,273,48,795,1760,1.1152416356877324,-21.621826171875,889
871,273,36,915,1851,1.087378640776699,64.44720458984375,1020
872,279,53,734,1734,1.1791044776119404,32.66015625,931
873,301,45,1087,1781,1.2993197278911566,17.40625,1138
874,265,40,959,1758,1.168284789644013,10.860107421875,1063
875,252,53,743,1635,1.1928571428571428,-45.2139892578125,932
876,260,41,837,1745,1.1569965870307166,-9.96185302734375,972
877,273,40,791,1740,1.0562913907284768,47.17669677734375,941
878,250,47,851,1739,1.1103896103896105,3.22381591796875,1001
879,273,39,802,1774,1.1954022988505748,-31.09979248046875,905
880,272,38,958,1802,1.1887417218543046,54.2503662109375,1079
881,282,43,828,1728,1.0755395683453237,-27.999755859375,900
882,260,46,779,1710,1.1319444444444444,15.0390625,961
883,277,45,833,1735,1.0536912751677852,-21.57196044921875,915
884,258,40,578,1671,0.91796875,-9.46636962890625,720
885,286,45,1055,1791,1.1758957654723128,-20.830322265625,1060
886,280,39,898,1794,1.1501706484641638,10.27239990234375,980
887,286,38,937,1853,1.1535836177474403,-16.52947998046875,958
888,274,40,887,1712,1.1627906976744187,47.5164794921875,1054
889,274,44,797,1777,1.0886524822695036,4.73724365234375,914
890,278,39,1001,1815,1.221476510067114,-31.2763671875,1021
891,282,52,827,1859,1.105263157894737,-51.6925048828125,861
892,235,54,771,1609,1.1711409395973154,47.24737548828125,1046
893,266,42,844,1660,1.1565836298932384,-14.40167236328125,981
894,259,43,953,1863,1.1815286624203822,28.59124755859375,1050
895,287,56,779,1819,1.089655172413793,43.0377197265625,947
896,266,46,713,1726,1.1344827586206896,41.03863525390625,930
897,276,42,1064,1717,1.2516129032258065,-48.618896484375,1094
898,278,47,944,1762,1.1979865771812082,62.9688720703125,1099
899,288,46,810,1782,1.094890510948905,-10.4278564453125,908
900,279,46,808,1782,1.0755395683453237,42.8472900390625,952
901,265,51,826,1734,1.0972222222222223,-52.5611572265625,922
902,241,50,663,1528,1.2205882352941178,18.4039306640625,966
903,256,22,725,1750,1.0409556313993173,7.67547607421875,823
904,267,41,766,1793,1.118881118881119,18.8134765625,920
905,261,44,766,1706,1.135036496350365,22.16748046875,956
906,281,47,1047,1794,1.1716171617161717,-31.3681640625,1051
907,283,28,727,1778,1.064406779661017,59.79400634765625,878
908,274,35,797,1700,1.0855263157894737,69.77325439453125,976
909,286,57,950,1689,1.165016501650165,-38.643310546875,1013
910,264,33,874,1659,1.1908127208480566,-40.356201171875,969
911,257,41,914,1653,1.118032786885246,-34.0224609375,996
912,258,42,852,1647,1.160655737704918,29.7379150390625,1041
913,278,22,782,1794,1.0353356890459364,7.11737060546875,838
914,253,40,762,1681,1.1818181818181819,-7.30230712890625,947
915,259,38,908,1700,1.1258064516129032,21.68499755859375,1043
916,278,34,767,1755,1.0755395683453237,-15.59075927734375,851
917,257,30,859,1710,1.2048611111111112,8.11383056640625,1004
918,278,26,1067,1845,1.2356902356902357,-30.2081298828125,1043
919,260,31,849,1696,1.1808510638297873,0.990478515625,982
920,281,20,700,1792,1.0342465753424657,54.13995361328125,840
921,273,24,657,1735,1.0601503759398496,42.1903076171875,827
922,274,26,845,1677,1.0488599348534202,42.4266357421875,951
923,273,53,987,1767,1.1274509803921569,-12.492919921875,1047
924,256,58,857,1751,1.1597222222222223,-12.00494384765625,1001
925,293,35,1045,1769,1.231023102310231,12.9122314453125,1086
926,264,49,893,1736,1.251700680272109,12.6441650390625,1059
927,278,35,1032,1873,1.1174496644295302,-42.08612060546875,978
928,266,21,894,1743,1.1496598639455782,-8.16265869140625,957
929,270,24,666,1775,1.091633466135458,-28.43829345703125,773
930,264,22,890,1717,1.1666666666666667,-37.9234619140625,936
931,270,37,1056,1706,1.1405228758169934,22.8016357421875,1112
932,275,36,843,1761,1.1267123287671232,-0.2159423828125,941
933,246,31,746,1660,1.037037037037037,-5.43707275390625,867
934,253,41,597,1665,0.967032967032967,8.3751220703125,766
935,282,31,826,1773,1.0942760942760943,44.023681640625,946
936,282,33,907,1735,1.1793103448275861,-43.21990966796875,951
937,272,41,877,1723,1.1875,-71.0223388671875,930
938,267,25,685,1693,1.0278745644599303,26.9866943359375,822
939,257,31,767,1728,1.088135593220339,21.1314697265625,908
940,285,45,1081,1809,1.2222222222222223,-27.537841796875,1082
941,260,33,772,1671,1.1050847457627118,-12.8763427734375,898
942,263,27,829,1775,1.1126279863481228,-5.9537353515625,909
943,248,22,857,1727,1.2578397212543555,18.2801513671875,1010
944,247,31,691,1675,1.0526315789473684,25.5738525390625,860
945,265,40,806,1697,1.1111111111111112,-5.47113037109375,938
946,263,41,737,1760,1.1024734982332156,-9.9210205078125,875
947,265,22,775,1766,0.9966555183946488,14.13970947265625,836
948,264,43,1006,1707,1.2210884353741496,45.8175048828125,1155
949,265,44,860,1798,1.095846645367412,46.98199462890625,1007
950,256,29,597,1682,1.07421875,5.27801513671875,778
951,274,42,979,1747,1.148936170212766,73.3221435546875,1129
952,309,28,897,1966,1.1023890784982935,-55.64959716796875,880
953,273,30,1016,1737,1.1277258566978192,-5.0006103515625,1034
954,273,27,1119,1863,1.1015873015873017,-27.8231201171875,1036
955,286,26,711,1857,1.064516129032258,30.0860595703125,815
956,269,30,1057,1849,1.115987460815047,-34.5921630859375,1008
957,270,35,828,1836,1.129692832764505,4.60357666015625,924
958,267,30,851,1730,1.0610932475884245,16.92315673828125,939
959,310,24,1047,1950,1.2162162162162162,16.77618408203125,1030
960,270,39,781,1637,1.1115107913669064,-23.4212646484375,909
961,269,41,984,1796,1.1627906976744187,-53.844482421875,995
962,274,44,761,1692,1.161764705882353,-50.4979248046875,876
963,263,33,764,1624,1.1838235294117647,-10.71685791015625,933
964,264,23,970,1620,1.2402597402597402,41.8553466796875,1105
965,261,35,868,1686,1.1331168831168832,8.55401611328125,997
966,284,40,801,1744,1.118811881188119,42.113037109375,955
967,253,20,861,1713,1.3246268656716418,26.95123291015625,1026
968,266,35,794,1750,1.136200716845878,34.6810302734375,958
969,264,29,1051,1788,1.2337662337662338,18.9869384765625,1115
970,287,29,848,1830,0.9933554817275747,-13.74591064453125,838
971,277,48,630,1711,1.048689138576779,2.485107421875,801
972,273,26,1344,1841,1.3753943217665616,-7.2928466796875,1263
973,290,27,974,1784,1.076219512195122,46.44342041015625,1008
974,281,22,804,1915,1.0761245674740485,26.54400634765625,855
975,285,30,838,1835,1.08,57.73895263671875,943
976,277,25,1262,1905,1.4252491694352158,-25.087646484375,1211
977,274,21,1156,1817,1.2435064935064934,10.48828125,1139
978,277,36,1053,1847,1.1803797468354431,57.1275634765625,1119
979,265,21,678,1724,1.0789473684210527,15.3870849609375,818
980,278,50,957,1782,1.2395833333333333,-31.7159423828125,1022
981,275,23,703,1717,1.0796812749003983,-26.2447509765625,793
982,270,20,657,1781,1.0601503759398496,-1.5008544921875,777
983,264,24,895,1833,1.137123745819398,30.84088134765625,967
984,268,26,758,1741,1.0318021201413428,-7.72412109375,830
985,285,44,906,1824,1.1824324324324325,48.26458740234375,1027
986,269,25,720,1766,1.05,1.94293212890625,821
987,286,25,1048,1821,1.2320819112627985,94.0738525390625,1150
988,284,31,1161,1798,1.3289902280130292,26.8709716796875,1206
989,274,21,866,1832,1.1245551601423487,-3.83306884765625,898
990,246,21,601,1685,0.9814814814814815,16.1153564453125,761
991,278,24,1120,1788,1.2833333333333334,25.4893798828125,1159
992,267,24,762,1765,1.1030927835051547,32.59857177734375,898
993,294,20,1278,1818,1.1502890173410405,1.9881591796875,1159
994,257,20,529,1687,0.9888059701492538,-4.25653076171875,709
995,263,35,918,1751,1.1901639344262296,-18.50372314453125,1005
996,275,30,830,1778,1.022653721682848,2.95465087890625,876
997,284,44,1053,1809,1.2211538461538463,-48.603271484375,1042
998,275,51,899,1787,1.1496815286624205,31.31927490234375,1022
999,275,43,849,1844,1.1474820143884892,-0.45367431640625,934
1000,275,45,823,1790,1.1573426573426573,-30.30291748046875,917
1001,259,41,659,1693,1.0916030534351144,-37.400390625,800
1002,264,28,788,1734,1.2014388489208634,42.10479736328125,972
1003,288,31,787,1834,1.006896551724138,35.54315185546875,859
1004,269,36,954,1830,1.115625,-24.500244140625,977
1005,276,38,970,1842,1.195945945945946,-25.67279052734375,993
1006,272,31,1052,1876,1.1574074074074074,3.2259521484375,1048
1007,253,20,649,1665,1.0872727272727272,43.14306640625,841
1008,278,48,1024,1890,1.1656050955414012,-11.665283203125,1034
1009,257,39,774,1737,1.1736111111111112,2.647216796875,942
1010,275,41,891,1856,1.1088435374149659,-72.777587890625,872
1011,294,33,701,1827,1.032967032967033,22.46026611328125,808
1012,280,39,953,1772,1.1705685618729098,31.80267333984375,1047
1013,283,47,1029,1725,1.2751677852348993,-0.28955078125,1124
1014,269,20,717,1741,1.1606425702811245,-0.15350341796875,856
1015,288,43,1134,1924,1.1671732522796352,23.8685302734375,1106
1016,282,27,924,1852,1.1438127090301002,-7.041015625,945
1017,272,35,975,1833,1.234726688102894,-0.3729248046875,1037
1018,255,22,754,1648,1.1326164874551972,-0.21624755859375,889
1019,258,29,826,1733,1.1648745519713262,-18.87664794921875,931
1020,274,26,931,1681,1.200657894736842,3.7645263671875,1023
1021,272,23,1112,1745,1.31629392971246,35.9259033203125,1184
1022,267,21,808,1700,1.0063897763578276,26.15496826171875,876
1023,255,22,811,1689,1.0476190476190477,-47.61712646484375,835
1024,275,26,962,1803,1.1683168316831682,-12.35504150390625,990
1025,277,24,1003,1861,1.1396103896103895,8.7860107421875,1009
1026,267,21,999,1754,1.195583596214511,61.434326171875,1089
1027,302,45,1003,1817,1.1986970684039089,30.070556640625,1066
1028,258,25,773,1709,1.183453237410072,38.12835693359375,958
1029,284,19,782,1802,1.0387323943661972,-2.43304443359375,813
1030,277,21,956,1837,1.0790378006872852,-60.1317138671875,868
1031,276,19,660,1771,1.0459770114942528,-15.2425537109375,757
1032,273,32,1087,1879,1.173780487804878,36.922607421875,1108
1033,279,20,1107,1849,1.2142857142857142,3.388427734375,1080
1034,277,26,935,1735,1.221122112211221,35.462890625,1054
1035,276,34,848,1807,1.043189368770764,-16.421875,884
1036,280,22,963,1791,1.1821305841924399,9.170166015625,1007
1037,267,19,646,1700,0.9855072463768116,-8.1041259765625,746
1038,280,21,1026,1862,1.2755102040816326,21.7764892578125,1071
1039,274,23,884,1727,1.193103448275862,15.290283203125,982
1040,259,22,674,1684,0.9757785467128027,22.4049072265625,795
1041,259,23,823,1709,1.1194539249146758,39.390869140625,961
1042,274,26,730,1761,1.0774907749077491,-6.02197265625,830
1043,277,32,889,1725,1.1042345276872965,24.43072509765625,988
1044,261,20,771,1657,1.0921985815602837,24.16436767578125,897
1045,269,21,699,1738,0.9646643109540636,18.05938720703125,790
1046,294,20,831,1936,1.0766550522648084,8.50445556640625,855
1047,290,26,1163,1869,1.2628205128205128,-3.421875,1116
1048,284,23,986,1834,1.2491582491582491,56.7318115234375,1077
1049,285,26,1325,1928,1.2788461538461537,-34.033447265625,1185
1050,283,20,1048,1831,1.1884984025559104,17.5623779296875,1055
1051,272,21,824,1758,1.2509505703422052,16.39141845703125,961
1052,268,21,650,1721,1.010989010989011,18.9443359375,782
1053,289,20,961,1883,1.124203821656051,55.35150146484375,1008
1054,282,28,979,1811,1.0849673202614378,-14.69183349609375,961
1055,254,19,540,1700,0.9649805447470817,-26.5189208984375,687
1056,253,21,608,1664,0.958041958041958,21.3265380859375,763
1057,263,24,739,1733,1.2028985507246377,-7.7420654296875,887
1058,284,21,1044,1839,1.1666666666666667,-9.19189453125,1018
1059,216,25,393,1600,1.0043290043290043,-62.06805419921875,648
1060,272,21,897,1771,1.1428571428571428,40.51171875,987
1061,303,25,1258,1859,1.1924290220820188,-26.720458984375,1113
1062,280,19,816,1839,0.9793103448275862,0.20819091796875,809
1063,267,20,734,1759,1.0208333333333333,39.71392822265625,846
1064,264,36,875,1688,1.221498371335505,-14.70306396484375,1008
1065,276,19,753,1792,1.0833333333333333,15.40252685546875,846
1066,278,18,819,1790,1.129496402877698,-4.24969482421875,880
1067,267,22,852,1773,1.161512027491409,12.10931396484375,950
1068,269,20,655,1765,1.0449438202247192,-11.07659912109375,762
1069,280,23,997,1732,1.1348684210526316,-43.9464111328125,956
1070,276,18,861,1810,1.048780487804878,0.77081298828125,869
1071,264,20,593,1728,1.014336917562724,17.2835693359375,755
1072,274,21,1019,1814,1.1441441441441442,41.38427734375,1054
1073,276,20,795,1772,1.0721649484536082,-6.8507080078125,847
1074,265,21,709,1750,1.108,-56.88836669921875,775
1075,269,19,783,1803,0.9628378378378378,-8.53204345703125,796
1076,258,19,727,1737,1.0477941176470589,-11.19610595703125,803
1077,290,23,867,1839,1.0766550522648084,18.69500732421875,898
1078,290,21,991,1880,1.286689419795222,34.2811279296875,1056
1079,276,20,828,1785,1.0921501706484642,-0.47412109375,878
1080,284,18,840,1794,1.0939597315436242,29.75225830078125,902
1081,268,20,823,1728,1.0533333333333332,7.87451171875,883
1082,277,22,708,1699,1.1090909090909091,32.299072265625,866
1083,251,18,670,1771,1.0344827586206897,-20.64166259765625,757
1084,256,34,703,1768,1.060931899641577,18.9117431640625,853
1085,272,22,902,1712,1.2169491525423728,34.1522216796875,1025
1086,251,24,600,1674,1.0492424242424243,49.291259765625,813
1087,265,32,910,1729,1.2019867549668874,-8.25482177734375,1015
1088,284,24,912,1746,1.1314102564102564,48.3544921875,998
1089,251,28,837,1609,1.2336769759450172,55.43243408203125,1064
1090,258,31,820,1797,1.255639097744361,12.53582763671875,971
1091,277,32,1155,1809,1.130952380952381,19.332275390625,1136
1092,266,29,579,1735,0.9850746268656716,2.73260498046875,731
1093,270,18,935,1718,1.1548821548821548,-19.21124267578125,969
1094,276,30,864,1776,1.0669014084507042,-42.7469482421875,879
1095,245,24,558,1658,0.9818181818181818,20.4625244140625,753
1096,277,30,985,1856,1.1143790849673203,-24.25103759765625,964
1097,268,20,972,1704,1.100609756097561,29.3546142578125,1020
1098,280,22,934,1787,1.0763888888888888,-47.2900390625,882
1099,254,19,857,1653,1.2135593220338983,17.82000732421875,1005
1100,272,28,856,1853,1.0789473684210527,43.71630859375,938
1101,287,20,634,1779,1.0551181102362204,1.33135986328125,757
1102,266,24,883,1759,1.1610738255033557,56.25286865234375,1016
1103,272,22,591,1738,1.046875,1.03851318359375,743
1104,256,35,958,1712,1.0544871794871795,-43.3336181640625,971
1105,264,21,698,1703,1.0208333333333333,48.491455078125,842
1106,264,36,742,1736,1.1145833333333333,14.74481201171875,902
1107,264,28,799,1720,1.1180555555555556,-10.14776611328125,902
1108,277,27,1099,1786,1.408496732026144,57.935791015625,1229
1109,275,31,873,1711,1.0782312925170068,57.81121826171875,997
1110,270,31,658,1724,1.0836363636363637,38.4189453125,846
1111,265,28,983,1736,1.0721649484536082,-110.643310546875,908
1112,269,26,638,1736,0.9861111111111112,24.54669189453125,778
1113,293,36,1298,1810,1.4806451612903226,96.5643310546875,1356
1114,268,22,746,1678,1.145985401459854,30.105712890625,909
1115,264,23,804,1746,1.0912162162162162,-10.70269775390625,877
1116,256,39,773,1736,1.0503597122302157,-57.04730224609375,836
1117,281,21,980,1774,1.1683168316831682,10.068115234375,1013
1118,284,29,796,1750,1.118081180811808,-23.3514404296875,864
1119,306,24,1062,1880,1.1335504885993486,4.10870361328125,1004
1120,271,36,790,1703,1.1448763250883391,6.349853515625,933
1121,297,32,1001,1921,1.09375,23.51104736328125,995
1122,284,32,846,1826,1.1145833333333333,-2.2762451171875,911
1123,277,20,741,1822,1.1007194244604317,11.95965576171875,834
1124,257,23,591,1679,1.1008403361344539,-4.36773681640625,766
1125,255,29,822,1766,1.1971326164874552,-31.94696044921875,924
1126,251,21,643,1735,0.966789667896679,4.60711669921875,758
1127,269,20,878,1812,1.1096345514950166,9.91485595703125,921
1128,268,21,799,1752,1.0975609756097562,14.53875732421875,894
1129,256,25,811,1653,1.202290076335878,-85.6497802734375,880
1130,297,29,1096,1774,1.308724832214765,-0.6495361328125,1112
1131,278,19,689,1714,1.013986013986014,19.60150146484375,798
1132,281,26,827,1764,1.0716723549488054,15.79302978515625,900
1133,282,20,883,1832,1.138047138047138,-6.80615234375,914
1134,277,29,898,1800,1.2066666666666668,25.135009765625,1001
1135,273,19,1128,1704,1.4734982332155477,-53.7139892578125,1155
1136,290,23,949,1799,1.1687898089171975,71.3809814453125,1049
1137,268,20,765,1733,0.9930795847750865,-0.1011962890625,813
1138,278,26,1059,1775,1.2532051282051282,18.588134765625,1113
1139,232,37,557,1650,1.007380073800738,-7.528564453125,758
1140,251,22,910,1688,1.1806020066889633,5.1033935546875,1014
1141,254,49,852,1682,1.195364238410596,23.502685546875,1061
1142,258,23,903,1715,1.2867132867132867,23.837890625,1045
1143,256,36,956,1691,1.1580756013745706,-11.420166015625,1055
1144,269,34,875,1758,1.0148367952522255,38.5408935546875,956
1145,273,22,1046,1844,1.135135135135135,-29.447021484375,993
1146,279,26,859,1820,1.0879478827361564,31.4595947265625,928
1147,268,30,784,1745,1.1258741258741258,9.6275634765625,910
1148,287,29,748,1848,0.9577922077922078,55.49676513671875,833
1149,262,34,1036,1768,1.0818181818181818,18.1015625,1067
1150,267,34,828,1769,1.0610169491525423,-5.9368896484375,902
1151,269,45,857,1818,1.094155844155844,28.8453369140625,975
1152,253,33,745,1673,1.1304347826086956,-19.11126708984375,887
1153,268,38,871,1724,1.0906040268456376,-6.82763671875,965
1154,285,21,735,1722,0.9401993355481728,27.21807861328125,804
1155,272,30,783,1761,1.1216216216216217,47.2584228515625,940
1156,263,44,903,1761,0.9759036144578314,46.43792724609375,999
1157,254,43,642,1693,1.0916030534351144,-13.16583251953125,819
1158,264,21,824,1686,1.098939929328622,38.60430908203125,947
1159,247,30,690,1683,1.1358490566037736,3.86456298828125,867
1160,239,38,769,1688,1.0732600732600732,-48.1812744140625,872
1161,276,29,881,1764,1.1283783783783783,3.10491943359375,956
1162,267,36,862,1802,1.0695364238410596,-0.63037109375,933
1163,270,36,807,1881,1.1141868512110726,14.9901123046875,913
1164,258,42,924,1682,1.1692789968652038,10.98388671875,1070
1165,279,31,1015,1799,1.2307692307692308,1.1346435546875,1060
1166,307,24,1102,1841,1.3491525423728814,22.680419921875,1111
1167,279,24,771,1776,1.1237113402061856,30.5347900390625,897
1168,285,31,995,1734,1.1722972972972974,-4.0712890625,1038
1169,274,21,635,1759,0.9893617021276596,19.81719970703125,766
1170,283,21,1056,1827,1.160535117056856,-48.685791015625,987
1171,287,35,1092,1835,1.146417445482866,2.4945068359375,1068
1172,258,42,731,1744,1.0243055555555556,-0.02252197265625,855
1173,268,29,834,1772,1.2359154929577465,0.32275390625,961
1174,253,27,737,1650,1.064748201438849,-28.11859130859375,835
1175,274,21,803,1745,0.9639344262295082,12.80938720703125,834
1176,284,22,832,1805,1.125448028673835,-26.8590087890625,857
1177,262,21,661,1660,1.1146245059288538,-14.91400146484375,798
1178,271,36,1029,1824,1.206896551724138,-58.3612060546875,1012
1179,268,42,1081,1857,1.2691029900332227,-37.30126953125,1095
1180,284,30,1034,1790,1.2142857142857142,-37.7518310546875,1023
1181,267,41,813,1807,1.1059602649006623,17.2347412109375,937
1182,263,26,696,1746,1.0845588235294117,15.89984130859375,840
1183,253,29,817,1676,1.1952054794520548,-3.477783203125,971
1184,278,22,919,1789,1.042483660130719,48.3958740234375,963
1185,270,42,1070,1785,1.316831683168317,64.378173828125,1222
1186,284,46,1061,1829,1.3230240549828178,48.0184326171875,1171
1187,255,26,755,1680,1.1992337164750957,-28.535888671875,894
1188,284,24,862,1764,1.3088235294117647,15.92388916015625,994
1189,263,50,804,1682,1.2122302158273381,43.11749267578125,1034
1190,277,39,965,1764,1.1851851851851851,29.748046875,1066
1191,276,51,880,1730,1.151006711409396,31.4034423828125,1031
1192,296,27,1053,1867,1.1490683229813665,38.005126953125,1052
1193,264,34,708,1673,1.0315789473684212,29.5086669921875,861
1194,293,30,1254,1912,1.1762917933130699,0.420654296875,1140
1195,264,28,758,1734,1.211320754716981,-16.6436767578125,896
1196,266,45,863,1670,1.118811881188119,6.39013671875,1008
1197,274,38,761,1732,0.9928571428571429,-12.7984619140625,832
1198,267,47,947,1805,1.1704180064308682,57.6962890625,1089
1199,254,36,683,1705,1.0996168582375478,-53.11553955078125,796
1200,254,39,812,1689,1.098976109215017,0.8428955078125,956
1201,267,38,854,1775,1.1649484536082475,-5.04150390625,966
1202,274,29,974,1809,1.218543046357616,20.0064697265625,1050
1203,272,41,968,1808,1.1395348837209303,31.79986572265625,1055
1204,268,28,717,1713,1.1254752851711027,-1.50360107421875,859
1205,263,33,821,1748,1.1923076923076923,10.3035888671875,966
1206,274,42,1008,1711,1.135646687697161,-39.627685546875,1036
1207,276,30,1004,1822,1.228476821192053,7.7403564453125,1054
1208,278,28,855,1744,1.1073825503355705,37.1724853515625,968
1209,276,24,832,1867,1.1153846153846154,67.3677978515625,945
1210,294,29,1114,1923,1.1205882352941177,38.154052734375,1068
1211,256,32,814,1676,1.2482517482517483,27.197998046875,1014
1212,277,34,881,1762,1.1543408360128617,32.71478271484375,1001
1213,285,33,919,1717,1.1221122112211221,86.89837646484375,1065
1214,279,30,1179,1751,1.3009708737864079,-0.27587890625,1194
1215,259,46,1035,1730,1.229032258064516,42.9326171875,1170
1216,270,35,1213,1759,1.3762376237623761,-60.0570068359375,1182
1217,252,36,681,1681,1.0694444444444444,55.3975830078125,895
1218,285,27,1051,1781,1.297945205479452,-19.051513671875,1076
1219,267,27,658,1724,0.9930555555555556,35.747314453125,804
1220,276,36,956,1847,1.1525974025974026,17.65936279296875,1012
1221,253,53,867,1760,1.193661971830986,2.70135498046875,1022
1222,277,39,1038,1785,1.2642140468227425,9.5615234375,1114
1223,283,40,813,1805,1.1467181467181466,-32.8907470703125,885
1224,266,50,978,1781,1.2646048109965635,-11.094482421875,1084
1225,246,57,764,1661,1.10801393728223,24.87774658203125,1000
1226,267,39,972,1760,1.1921824104234529,9.5556640625,1073
1227,279,42,934,1679,1.0353697749196142,-11.6502685546875,991
1228,268,40,962,1819,1.1716171617161717,9.7119140625,1035
1229,287,44,840,1719,1.1374570446735395,-0.290283203125,947
1230,270,21,895,1730,1.162162162162162,10.2171630859375,981
1231,268,44,919,1702,1.087837837837838,23.4818115234375,1051
1232,279,25,929,1796,1.1864406779661016,39.43359375,1023
1233,274,39,1198,1818,1.164179104477612,-29.1676025390625,1137
1234,277,35,752,1695,1.0594405594405594,24.01416015625,889
1235,274,52,954,1780,1.1059602649006623,-23.107666015625,1002
1236,287,38,1093,1848,1.1370716510903427,10.3309326171875,1074
1237,281,36,1057,1851,1.2758620689655173,-10.3546142578125,1080
1238,257,35,1025,1666,1.1566265060240963,50.99462890625,1132
1239,274,42,865,1768,1.144694533762058,54.79205322265625,1026
1240,276,50,997,1790,1.1269349845201238,11.103759765625,1062
1241,258,42,972,1702,1.0875,22.896240234375,1087
1242,287,45,1137,1877,1.1241830065359477,-85.1925048828125,1004
1243,287,46,845,1780,1.097972972972973,30.2271728515625,961
1244,268,33,771,1752,1.1018867924528302,-6.5849609375,882
1245,279,49,843,1776,1.21875,58.25531005859375,1023
1246,249,26,878,1674,1.2580645161290323,47.76275634765625,1069
1247,273,32,1019,1721,1.229607250755287,85.7103271484375,1180
1248,270,42,870,1717,1.082236842105263,10.236328125,990
1249,274,48,760,1705,1.066420664206642,7.8758544921875,904
1250,269,50,864,1693,1.2127659574468086,19.8514404296875,1033
1251,274,27,946,1768,1.2137931034482758,-12.182373046875,1007
1252,288,50,1011,1740,1.0746753246753247,-27.422607421875,1011
1253,272,43,873,1780,1.1418685121107266,-0.2791748046875,979
1254,281,45,730,1803,1.042857142857143,-5.93548583984375,840
1255,278,51,711,1785,1.07168458781362,13.6356201171875,870
1256,279,40,990,1776,1.1616161616161615,14.674072265625,1058
1257,278,40,1001,1755,1.2583892617449663,-23.8336181640625,1063
1258,243,40,701,1591,1.28,-3.22955322265625,962
1259,277,38,1125,1860,1.3177257525083612,-2.0660400390625,1153
1260,257,26,699,1743,1.073943661971831,6.51727294921875,829
1261,267,27,765,1744,1.1764705882352942,-5.7318115234375,895
1262,264,39,1007,1790,1.12987012987013,41.34033203125,1106
1263,273,37,1034,1799,1.1130952380952381,45.5775146484375,1101
1264,269,31,1032,1730,1.1282051282051282,17.2884521484375,1065
1265,257,38,656,1682,1.0618181818181818,18.48980712890625,838
1266,268,26,921,1735,1.0943396226415094,11.24371337890625,983
1267,274,52,1052,1728,1.1559633027522935,40.6856689453125,1163
1268,255,32,632,1692,0.9829351535836177,60.2354736328125,826
1269,274,30,671,1834,1.0327272727272727,-0.3310546875,782
1270,287,24,1026,1853,1.1645569620253164,26.4403076171875,1039
1271,256,44,974,1722,1.1387096774193548,21.5706787109375,1090
1272,266,58,752,1740,1.055363321799308,0.33831787109375,909
1273,254,53,856,1707,1.0822784810126582,28.67596435546875,1035
1274,277,47,724,1771,1.0808823529411764,-20.638427734375,847
1275,277,35,874,1803,1.1337792642140467,27.0516357421875,981
1276,277,39,995,1805,1.222972972972973,-8.56982421875,1046
1277,287,37,946,1815,1.1226993865030674,48.617431640625,1025
1278,294,22,1039,1882,1.332116788321168,13.3349609375,1067
1279,270,31,932,1754,1.155115511551155,-15.48773193359375,989
1280,241,54,759,1668,1.1048951048951048,-30.60076904296875,936
1281,281,34,853,1835,1.0273037542662116,3.58465576171875,886
1282,290,29,1032,1829,1.071651090342679,-4.12078857421875,994
1283,268,33,1078,1827,1.2524916943521596,-7.9180908203125,1104
1284,283,27,962,1785,1.2371134020618557,5.91259765625,1027
1285,264,34,961,1715,1.3368794326241136,-7.9168701171875,1087
1286,287,36,762,1827,1.0363036303630364,29.0076904296875,864
1287,281,40,712,1796,1.0171821305841924,2.06951904296875,815
1288,251,36,786,1693,1.087719298245614,0.54266357421875,924
1289,270,41,818,1713,1.202247191011236,-61.68743896484375,905
1290,272,29,760,1823,1.1766917293233083,39.66278076171875,918
1291,257,32,952,1842,1.159322033898305,2.4716796875,1013
1292,257,48,764,1673,1.1963636363636363,5.7271728515625,974
