,footlength,Age,weightkg,stature,waistbreadth/chestbreadth,error,waistcircumference
1992,251,23,616,1638,0.9964028776978417,33.28973388671875,795
1993,259,43,851,1649,1.1548821548821548,-18.51025390625,991
1994,254,38,1028,1768,1.212624584717608,13.4156494140625,1116
1995,275,41,990,1818,1.1655629139072847,-11.2840576171875,1025
1996,265,49,1074,1840,1.1682539682539683,-8.9012451171875,1102
1997,276,37,1122,1727,1.1885521885521886,33.64990234375,1180
1998,269,50,805,1742,1.039426523297491,-27.9166259765625,895
1999,252,22,691,1700,1.04,7.2177734375,811
2000,256,48,842,1722,1.058252427184466,5.1182861328125,978
2001,266,23,849,1809,1.1096345514950166,49.6590576171875,963
2002,258,32,664,1695,1.0070175438596491,10.05865478515625,800
2003,235,24,585,1649,0.9841269841269841,-62.8760986328125,692
2004,249,42,809,1719,1.2194244604316546,14.65374755859375,1010
2005,254,27,871,1731,1.1228668941979523,-44.30889892578125,921
2006,292,23,1189,1773,1.3134796238244515,46.5550537109375,1222
2007,273,42,1029,1770,1.176079734219269,-2.8865966796875,1086
2008,278,33,1026,1773,1.1393188854489165,21.9376220703125,1075
2009,288,24,940,1763,1.2299651567944252,8.420654296875,1011
2010,270,36,944,1814,1.071875,22.5467529296875,996
2011,270,29,856,1805,1.0495049504950495,-14.00689697265625,890
2012,287,41,1000,1838,1.174757281553398,-8.7281494140625,1016
2013,281,40,883,1884,1.1453287197231834,30.68597412109375,970
2014,276,42,1005,1811,1.2031746031746031,7.02099609375,1066
2015,250,41,938,1669,1.1987179487179487,41.0147705078125,1115
2016,256,35,804,1787,1.0893470790378006,5.13031005859375,918
2017,277,20,867,1780,1.189964157706093,-8.3106689453125,930
2018,257,34,1063,1732,1.2098360655737705,-36.2330322265625,1075
2019,250,28,705,1604,1.1274131274131274,-46.90802001953125,835
2020,273,44,1021,1770,1.2427184466019416,66.314697265625,1170
2021,272,31,707,1732,1.120754716981132,-41.49005126953125,811
2022,256,24,859,1688,1.1137123745819397,-6.63763427734375,947
2023,272,22,643,1710,0.9480968858131488,54.356689453125,798
2024,275,20,623,1792,0.9814814814814815,15.83465576171875,753
2025,278,24,997,1867,1.1262458471760797,0.27587890625,990
2026,284,23,851,1825,1.076086956521739,-13.63043212890625,858
2027,273,39,812,1808,1.0597014925373134,-24.85260009765625,869
2028,282,25,972,1789,1.2302405498281788,-13.0667724609375,1011
2029,263,31,737,1754,1.0884615384615384,-26.65863037109375,835
2030,287,22,816,1742,1.0505050505050506,-0.83038330078125,850
2031,261,23,714,1715,1.028268551236749,9.7840576171875,818
2032,253,20,627,1585,1.0433212996389891,-7.842529296875,780
2033,286,25,847,1897,0.9744408945686901,42.11334228515625,853
2034,269,19,609,1772,1.015625,-30.06927490234375,711
2035,262,20,675,1738,0.9438943894389439,43.58441162109375,801
2036,267,43,802,1738,1.0856164383561644,-22.94537353515625,904
2037,272,38,1020,1705,1.2944983818770226,15.958251953125,1146
2038,268,21,618,1764,1.0813953488372092,-0.98480224609375,766
2039,264,19,802,1733,1.1773584905660377,-35.0921630859375,877
2040,281,20,708,1756,1.0174216027874565,23.30401611328125,811
2041,277,34,852,1820,1.1384083044982698,-9.59356689453125,929
2042,243,45,813,1608,1.0549828178694158,-18.93035888671875,950
2043,256,26,883,1741,1.1258503401360545,-23.596435546875,942
2044,288,21,1268,1902,1.3825503355704698,12.0460205078125,1222
2045,260,19,631,1680,1.125,10.54296875,805
2046,274,21,621,1790,1.0419847328244274,-9.62908935546875,743
2047,274,20,1076,1825,1.2852459016393443,64.7672119140625,1156
2048,264,24,1162,1801,1.2586750788643533,12.6077880859375,1160
2049,269,24,922,1752,1.1633333333333333,13.03753662109375,996
2050,254,25,743,1689,1.1941391941391941,35.43890380859375,944
2051,278,33,866,1845,1.100334448160535,52.25341796875,978
2052,251,39,728,1638,1.0206185567010309,-34.426025390625,838
2053,256,31,780,1663,1.0909090909090908,35.4864501953125,945
2054,281,40,836,1807,1.167785234899329,76.09539794921875,1010
2055,270,24,729,1758,1.0636042402826855,17.37274169921875,846
2056,259,35,860,1718,1.1388888888888888,38.15362548828125,1019
2057,259,21,1006,1746,1.3581560283687943,-17.583740234375,1079
2058,243,20,731,1646,1.1910112359550562,29.85107421875,931
2059,275,36,947,1757,1.2391304347826086,-66.9671630859375,973
2060,282,19,720,1853,1.0891472868217054,-6.51287841796875,785
2061,276,37,882,1703,1.1103678929765886,-19.99993896484375,957
2062,274,23,830,1850,1.1139705882352942,-21.5380859375,857
2063,265,44,1065,1684,1.221122112211221,18.463134765625,1158
2064,262,21,904,1745,1.2625899280575539,-42.573486328125,960
2065,270,20,724,1814,1.0547445255474452,-29.01416015625,781
2066,253,25,659,1642,1.0347490347490347,-20.375732421875,778
2067,283,30,996,1875,1.24496644295302,30.4022216796875,1059
2068,267,18,734,1761,1.0930232558139534,11.126708984375,844
2069,273,18,777,1788,1.0134680134680134,3.66864013671875,823
2070,271,20,621,1726,1.037174721189591,37.13861083984375,791
2071,247,28,766,1660,1.1313868613138687,2.9366455078125,919
2072,260,28,693,1598,1.0299003322259137,47.7216796875,876
2073,270,38,867,1719,1.1564625850340136,-25.4964599609375,962
2074,258,44,906,1692,1.1025641025641026,-19.310302734375,1006
2075,273,37,851,1741,1.1885521885521886,16.31890869140625,991
2076,277,34,781,1760,1.1384083044982698,45.9705810546875,943
2077,273,51,994,1746,1.0501474926253687,60.417236328125,1110
2078,280,24,932,1739,1.128930817610063,29.1585693359375,998
2079,260,41,1028,1760,1.0492307692307692,7.4268798828125,1066
2080,278,45,822,1750,1.1077441077441077,55.09466552734375,990
2081,262,45,932,1742,1.1493506493506493,-25.33447265625,1018
2082,286,41,1260,1803,1.2063492063492063,-62.588623046875,1150
2083,280,48,779,1766,1.1457627118644067,50.1937255859375,965
2084,288,31,901,1830,1.2234042553191489,30.796875,1002
2085,268,41,1157,1748,1.358974358974359,13.97705078125,1238
2086,272,38,925,1762,1.0764525993883791,51.919189453125,1042
2087,258,42,828,1714,1.0582191780821917,-59.5806884765625,889
2088,270,34,798,1716,1.2674418604651163,-1.38739013671875,961
2089,263,40,1092,1677,1.313915857605178,56.929931640625,1235
2090,259,42,1001,1714,1.1867088607594938,18.6541748046875,1101
2091,284,49,873,1820,1.1026490066225165,29.0965576171875,970
2092,259,39,894,1753,1.0974842767295598,5.7259521484375,1007
2093,264,36,1052,1784,1.1495327102803738,13.7607421875,1102
2094,263,20,847,1758,1.1491525423728814,-1.1593017578125,924
2095,253,22,744,1659,1.1557093425605536,66.17144775390625,957
2096,281,21,820,1793,1.027027027027027,40.50347900390625,880
2097,286,28,1119,1727,1.1182108626198084,-72.52978515625,1024
2098,270,25,1287,1777,1.3535031847133758,6.911865234375,1254
2099,281,42,1050,1885,1.106060606060606,78.8828125,1108
2100,263,23,694,1716,1.0938628158844765,16.0521240234375,839
2101,254,30,662,1634,1.0780141843971631,36.49365234375,862
2102,280,36,1307,1763,1.1769662921348314,53.40625,1282
2103,280,34,953,1775,1.1390728476821192,32.14581298828125,1035
2104,277,20,781,1823,0.9964912280701754,-23.4810791015625,787
2105,277,41,868,1816,1.0924092409240924,-6.0281982421875,938
2106,281,24,923,1886,1.0853242320819112,14.87835693359375,933
2107,250,24,850,1700,1.215547703180212,-0.96148681640625,986
2108,270,20,835,1759,1.2226415094339622,18.218505859375,946
2109,257,20,646,1720,1.054054054054054,-28.73419189453125,748
2110,262,20,858,1716,1.117056856187291,1.38067626953125,934
2111,282,21,742,1741,0.9753521126760564,9.80389404296875,802
2112,265,22,887,1730,1.1480263157894737,7.1265869140625,968
2113,267,32,1057,1773,1.2425249169435215,32.6015625,1144
2114,252,30,736,1665,1.1391941391941391,-14.7930908203125,883
2115,267,22,696,1747,1.032846715328467,0.41424560546875,795
2116,277,23,1137,1779,1.3003300330033003,-7.1207275390625,1143
2117,239,35,584,1629,1.058139534883721,-14.32696533203125,778
2118,261,24,720,1656,1.053763440860215,-14.70068359375,818
2119,278,25,1009,1749,1.1709677419354838,12.279541015625,1054
2120,280,19,816,1858,1.0592334494773519,28.53643798828125,862
2121,258,47,921,1769,1.1009771986970684,-23.60302734375,1003
2122,278,31,907,1837,1.0640243902439024,45.5399169921875,972
2123,269,31,813,1691,1.1541218637992832,-25.4755859375,914
2124,277,43,914,1775,1.2222222222222223,80.88958740234375,1094
2125,275,19,918,1743,1.3542435424354244,-28.9256591796875,1004
2126,268,26,957,1721,1.2045454545454546,-3.9287109375,1026
2127,247,24,675,1629,1.0919117647058822,-25.23895263671875,811
2128,261,34,752,1672,1.1630434782608696,26.0474853515625,948
2129,260,37,814,1659,1.1777777777777778,-21.49151611328125,958
2130,288,21,771,1896,1.0833333333333333,44.939453125,853
2131,279,21,774,1730,1.12,15.09295654296875,882
2132,270,19,712,1684,1.0185185185185186,3.177978515625,800
2133,283,23,844,1757,1.1041666666666667,-30.4228515625,870
2134,258,19,946,1747,1.1627906976744187,11.98291015625,1019
2135,253,21,674,1646,0.9965034965034965,40.88751220703125,829
2136,270,30,890,1744,1.1896551724137931,-10.97760009765625,982
2137,286,25,902,1798,1.1927272727272726,-41.17919921875,919
2138,283,32,1354,1883,1.2767857142857142,14.354736328125,1266
2139,287,25,1020,1837,1.1013071895424837,-30.9149169921875,966
2140,239,21,646,1663,1.1433962264150943,28.7750244140625,857
2141,285,19,831,1832,1.070469798657718,15.05950927734375,863
2142,272,23,888,1845,1.0418006430868167,37.1624755859375,926
2143,263,43,850,1754,1.0411392405063291,41.15704345703125,985
2144,276,31,870,1867,1.03125,-29.62713623046875,849
2145,274,20,1030,1819,1.1414473684210527,-44.1685791015625,970
2146,276,22,909,1771,1.2222222222222223,32.38671875,1019
2147,281,44,691,1814,1.1771653543307086,-5.2467041015625,862
2148,266,19,778,1790,1.0618556701030928,10.15533447265625,854
2149,261,19,778,1823,1.1875,5.64202880859375,891
2150,270,23,866,1807,1.1172413793103448,24.777099609375,940
2151,300,42,1001,1871,1.2661870503597121,-7.7841796875,1038
2152,244,19,620,1645,1.0074074074074073,-9.4464111328125,757
2153,288,18,692,1762,0.984375,-11.10858154296875,752
2154,277,19,660,1735,1.007905138339921,-38.19476318359375,723
2155,289,40,1129,1797,1.2271186440677966,-24.9661865234375,1108
2156,283,31,797,1751,0.967391304347826,-40.41253662109375,792
2157,276,20,732,1745,1.0458015267175573,-16.40814208984375,798
2158,288,23,751,1778,1.1338582677165354,37.5242919921875,879
2159,274,36,713,1723,1.0649819494584838,8.97021484375,851
2160,266,41,912,1692,1.1884984025559104,-0.1441650390625,1043
2161,287,24,932,1749,1.056105610561056,4.84625244140625,926
2162,286,23,766,1725,1.1161971830985915,30.5657958984375,886
2163,273,28,771,1777,1.039426523297491,-11.37042236328125,835
2164,293,24,794,1728,1.0136054421768708,18.9068603515625,844
2165,269,41,789,1658,1.080536912751678,8.85174560546875,936
2166,252,23,761,1656,1.1543859649122807,9.8704833984375,916
2167,270,27,753,1698,1.0922509225092252,-2.07440185546875,866
2168,274,35,981,1765,1.1923076923076923,0.683837890625,1051
2169,265,37,858,1710,1.1494661921708185,-23.72314453125,967
2170,257,30,866,1766,1.0284810126582278,33.3160400390625,952
2171,268,42,1010,1743,1.062874251497006,32.818603515625,1088
2172,280,31,1240,1744,1.3089171974522293,40.0242919921875,1270
2173,274,34,1014,1805,1.2,46.16796875,1105
2174,300,26,1138,1783,1.1666666666666667,18.301513671875,1104
2175,273,50,898,1701,1.2473118279569892,20.1611328125,1066
2176,312,26,1178,1955,1.1886792452830188,25.908447265625,1086
2177,285,28,1263,1823,1.2236024844720497,15.8260498046875,1210
2178,281,37,1054,1816,1.1818181818181819,25.96484375,1094
2179,274,22,727,1762,1.1296296296296295,20.02703857421875,866
2180,255,23,660,1619,1.108433734939759,-8.6229248046875,816
2181,249,47,746,1614,1.2045454545454546,1.49114990234375,981
2182,256,49,713,1654,1.0451388888888888,6.79119873046875,892
2183,276,42,838,1791,1.1418439716312057,11.15899658203125,960
2184,259,45,708,1737,1.0985915492957747,8.332763671875,886
2185,268,45,906,1694,1.0721311475409836,-4.13629150390625,1011
2186,285,25,754,1774,1.0,-52.41400146484375,754
2187,278,39,930,1798,1.1217105263157894,48.37451171875,1034
2188,282,26,1111,1834,1.2328767123287672,-33.8563232421875,1065
2189,300,19,895,1860,1.0206896551724138,17.408203125,859
2190,251,21,694,1664,1.2103174603174602,14.8763427734375,891
2191,272,24,935,1803,1.0278637770897834,0.72100830078125,931
2192,260,22,680,1774,1.034364261168385,45.40350341796875,832
2193,264,21,942,1748,1.298932384341637,19.661865234375,1061
2194,282,23,896,1859,1.1231884057971016,-62.14324951171875,859
2195,261,20,762,1655,1.0465116279069768,53.6900634765625,902
2196,270,38,799,1634,1.0985915492957747,-38.4345703125,901
2197,288,23,1096,1774,1.125,17.9122314453125,1083
2198,272,32,976,1762,1.4028776978417266,-40.0653076171875,1071
2199,284,22,890,1757,1.06993006993007,1.300048828125,910
2200,277,22,762,1785,1.045774647887324,11.83587646484375,840
2201,270,21,756,1746,1.055350553505535,-50.69830322265625,785
2202,254,23,717,1622,1.1264367816091954,-6.23468017578125,864
2203,260,30,822,1712,1.1283783783783783,-1.21923828125,940
2204,267,36,951,1657,1.1386138613861385,-6.318603515625,1047
2205,287,31,867,1784,1.026578073089701,6.3245849609375,902
2206,284,21,761,1750,0.9640522875816994,28.68914794921875,825
2207,274,30,772,1760,1.1696113074204948,-3.29656982421875,896
2208,270,33,941,1790,1.1304347826086956,-27.05877685546875,972
2209,260,26,708,1721,1.0519031141868511,32.265380859375,852
2210,289,25,922,1820,1.152027027027027,2.6033935546875,955
2211,295,23,1096,1809,1.3466666666666667,36.25732421875,1144
2212,273,21,668,1749,0.9100346020761245,-7.41070556640625,737
2213,277,27,1103,1771,1.2292993630573248,26.506103515625,1144
2214,281,36,897,1707,1.0950704225352113,-56.6845703125,920
2215,253,19,655,1622,1.055350553505535,17.096923828125,815
2216,263,18,630,1714,1.037593984962406,-29.03240966796875,731
2217,267,21,770,1739,1.1561338289962826,-25.94451904296875,862
2218,272,19,951,1803,1.1266233766233766,20.823486328125,968
2219,271,34,696,1801,1.06993006993007,15.30303955078125,837
2220,286,22,941,1827,1.064102564102564,22.2945556640625,937
2221,274,21,644,1750,0.946236559139785,-14.89398193359375,726
2222,300,24,1012,1844,1.0238805970149254,9.193603515625,956
2223,285,20,765,1846,1.0923076923076922,-1.050048828125,811
2224,293,27,901,1854,1.1340579710144927,-7.99432373046875,925
2225,255,19,685,1604,1.0588235294117647,-22.57318115234375,798
2226,251,25,607,1687,0.9777777777777777,-3.469970703125,744
2227,254,36,702,1659,1.1586715867158672,15.24212646484375,910
2228,271,25,595,1736,0.9926470588235294,37.4244384765625,770
2229,262,21,705,1713,0.9752650176678446,5.14630126953125,787
2230,267,22,704,1682,0.989247311827957,-9.38226318359375,779
2231,272,23,894,1729,1.1840277777777777,1.77630615234375,969
2232,258,20,804,1662,1.1095890410958904,-16.0689697265625,888
2233,274,25,924,1766,1.0901162790697674,78.59490966796875,1029
2234,276,26,978,1692,1.1557093425605536,-11.4970703125,1017
2235,264,19,867,1790,1.1344827586206896,26.33612060546875,953
2236,264,21,775,1738,1.140625,-71.426025390625,816
2237,257,35,760,1602,1.1731448763250882,30.0040283203125,980
2238,287,19,844,1839,1.1103678929765886,24.8580322265625,896
2239,276,20,872,1794,1.0740740740740742,-3.599853515625,897
2240,259,28,907,1704,1.149501661129568,0.0614013671875,1000
2241,271,19,848,1845,1.0761245674740485,3.5216064453125,880
2242,285,28,1017,1796,1.2159468438538206,45.3193359375,1090
2243,241,24,829,1640,1.1801470588235294,-18.69146728515625,955
2244,281,29,840,1748,1.0445205479452055,60.724853515625,946
2245,277,28,957,1799,1.1428571428571428,-16.5010986328125,978
2246,294,33,1205,1970,1.1661442006269593,-13.70068359375,1076
2247,253,37,781,1717,1.0816326530612246,19.3367919921875,933
2248,271,22,639,1697,0.9766536964980544,-17.50018310546875,732
2249,262,37,855,1604,1.1928104575163399,49.37591552734375,1065
2250,297,27,1301,1856,1.2815533980582525,24.7398681640625,1234
2251,254,28,698,1611,1.1,-3.66943359375,857
2252,264,48,992,1727,1.1924398625429553,-69.0577392578125,1030
2253,277,35,1130,1728,1.160535117056856,-62.9541015625,1076
2254,279,30,810,1760,1.0427046263345197,23.39495849609375,892
2255,256,19,581,1661,1.0413533834586466,17.029296875,763
2256,271,35,1001,1772,1.1639344262295082,-22.9696044921875,1035
2257,264,24,729,1707,1.0659722222222223,27.12506103515625,862
2258,264,29,779,1690,1.1086142322097379,-33.8919677734375,868
2259,265,29,791,1727,1.207142857142857,47.88836669921875,985
2260,277,26,1042,1775,1.2468354430379747,47.4429931640625,1130
2261,254,23,862,1681,1.117056856187291,49.2178955078125,1006
2262,264,31,948,1757,1.1858108108108107,32.2989501953125,1056
2263,271,20,859,1749,1.1672597864768683,-22.0318603515625,920
2264,248,33,829,1685,1.37109375,1.8758544921875,1013
2265,268,31,870,1724,1.2313167259786477,-1.74212646484375,1000
2266,257,26,724,1846,1.0288808664259927,-47.069580078125,765
2267,273,22,992,1754,1.4055944055944056,24.6129150390625,1127
2268,277,21,769,1763,1.0174825174825175,17.98944091796875,841
2269,290,25,1200,1783,1.2553846153846153,21.010986328125,1188
2270,257,27,694,1630,1.1305970149253732,-0.28131103515625,860
2271,267,24,894,1694,1.2431506849315068,11.1488037109375,1010
2272,267,27,903,1750,1.2394366197183098,5.42449951171875,1012
2273,259,32,677,1703,1.0303030303030303,25.651611328125,831
2274,261,26,811,1711,1.1824817518248176,-34.77740478515625,907
2275,274,26,753,1754,1.082437275985663,-49.2198486328125,803
2276,286,39,869,1837,1.035598705501618,33.09930419921875,940
2277,287,24,975,1828,1.2147651006711409,7.72296142578125,1012
2278,287,24,852,1762,1.0738007380073802,-38.224853515625,851
2279,256,20,803,1654,1.0830449826989619,14.73406982421875,910
2280,261,23,749,1761,1.0287769784172662,9.8717041015625,834
2281,270,41,810,1720,1.0794223826714802,14.99920654296875,940
2282,274,22,696,1737,1.0,-21.33270263671875,760
2283,255,31,644,1648,1.0823970037453183,4.71990966796875,818
2284,277,21,736,1741,1.0297029702970297,68.288330078125,880
2285,266,30,730,1675,0.975177304964539,14.1795654296875,827
2286,257,23,772,1695,1.0034129692832765,-16.71044921875,821
2287,281,20,868,1772,1.1575091575091576,-49.27716064453125,875
2288,274,21,1015,1747,1.2364864864864864,-17.8839111328125,1045
2289,261,21,802,1690,1.1219512195121952,18.487060546875,923
2290,287,21,840,1784,1.0514705882352942,-22.07830810546875,844
2291,274,21,807,1823,1.071917808219178,26.989013671875,882
2292,292,24,1202,1814,1.231023102310231,-50.50439453125,1096
2293,285,22,962,1923,1.0317460317460319,14.43603515625,920
2294,273,21,676,1802,1.0288808664259927,9.79400634765625,787
2295,266,21,880,1730,1.082191780821918,-26.94488525390625,900
2296,266,27,784,1712,1.1805555555555556,91.2066650390625,1012
2297,266,19,615,1725,0.9365671641791045,21.1025390625,752
2298,259,22,752,1700,1.2432432432432432,-14.516845703125,906
2299,281,19,657,1770,0.9823943661971831,22.9583740234375,773
2300,301,27,686,1899,1.0075757575757576,-9.6014404296875,730
2301,279,23,865,1825,1.0194805194805194,10.08697509765625,882
2302,277,26,746,1779,1.044280442804428,-7.80780029296875,819
2303,268,20,775,1760,1.0671378091872792,5.8157958984375,855
2304,270,19,720,1806,0.9961685823754789,-51.61474609375,735
2305,278,26,641,1734,1.011111111111111,22.5594482421875,781
2306,281,26,842,1813,1.0936329588014981,-20.67425537109375,870
2307,268,20,733,1823,0.9566666666666667,25.5863037109375,807
2308,274,22,955,1768,1.0541401273885351,19.6339111328125,972
2309,274,23,1219,1741,1.2603174603174603,40.3785400390625,1224
2310,277,20,847,1804,1.0905923344947734,16.6661376953125,905
2311,269,22,896,1831,1.1111111111111112,-1.3037109375,920
2312,283,23,1158,1819,1.1987577639751552,-8.7869873046875,1105
2313,272,39,857,1739,1.0771812080536913,-38.1845703125,917
2314,254,21,672,1716,1.0110294117647058,-27.21759033203125,752
2315,274,21,893,1664,1.0890410958904109,-35.60723876953125,911
2316,284,33,977,1674,1.1727574750830565,37.334228515625,1082
2317,276,32,822,1763,0.9828178694158075,15.513427734375,875
2318,264,40,830,1761,1.0896057347670252,-39.475830078125,904
2319,287,21,869,1751,1.053968253968254,59.04046630859375,946
2320,267,20,760,1738,1.0454545454545454,52.60992431640625,885
2321,252,26,801,1610,1.1290322580645162,-26.434814453125,915
2322,269,24,689,1767,1.0275590551181102,-51.490478515625,739
2323,252,23,695,1649,0.9555555555555556,-15.158935546875,776
2324,266,34,793,1660,1.205223880597015,3.2574462890625,961
2325,291,28,994,1863,1.1369426751592357,57.6685791015625,1042
2326,254,26,869,1688,1.288808664259928,2.991943359375,1028
2327,296,26,806,1861,0.9473684210526315,33.777587890625,828
2328,279,27,986,1725,1.1027397260273972,-52.545654296875,952
2329,256,22,868,1702,1.1993127147766323,31.33154296875,1012
2330,250,30,761,1721,1.105263157894737,-31.97857666015625,860
2331,284,40,719,1853,1.065891472868217,-59.44268798828125,761
2332,265,23,727,1652,1.0458015267175573,-28.0675048828125,802
2333,281,24,1265,1827,1.24375,-52.8223876953125,1142
2334,250,22,818,1709,1.2060810810810811,103.691162109375,1061
2335,265,26,875,1727,1.1624203821656052,78.13958740234375,1053
2336,257,21,801,1721,1.1319444444444444,10.52923583984375,916
2337,300,29,1123,1833,1.2777777777777777,6.7177734375,1103
2338,269,23,725,1786,1.145985401459854,48.5362548828125,900
2339,286,38,775,1639,1.0957446808510638,3.41046142578125,899
2340,259,28,637,1689,1.1598360655737705,-5.21807861328125,822
2341,264,31,819,1720,0.9444444444444444,28.77734375,880
2342,287,29,1013,1751,1.1291390728476822,34.0186767578125,1062
2343,275,30,932,1633,1.2087912087912087,20.6805419921875,1050
2344,276,36,956,1687,1.1418685121107266,-35.929443359375,1007
2345,278,26,1078,1816,1.3098591549295775,-48.6060791015625,1065
2346,270,27,820,1777,1.0763636363636364,-47.50323486328125,841
2347,269,39,814,1796,1.0513698630136987,10.9649658203125,916
2348,303,31,1040,1818,1.2147887323943662,14.1341552734375,1048
2349,268,30,908,1767,1.1419354838709677,13.7041015625,997
2350,264,26,927,1669,1.1608391608391608,-24.3720703125,988
2351,259,40,775,1689,1.1883561643835616,26.38751220703125,981
2352,253,30,764,1713,1.0588235294117647,-61.46026611328125,811
2353,272,19,702,1781,0.9518900343642611,1.224365234375,767
2354,268,26,874,1756,1.1633333333333333,7.21624755859375,966
2355,268,26,727,1674,1.1660516605166051,16.19561767578125,900
2356,253,37,713,1644,1.0902777777777777,15.7628173828125,897
2357,289,22,714,1838,0.9513888888888888,-4.039306640625,754
2358,269,22,750,1733,1.0754716981132075,8.4168701171875,853
2359,269,31,812,1681,1.0387323943661972,18.5093994140625,915
2360,276,28,1084,1821,1.2666666666666666,0.1446533203125,1107
2361,279,34,937,1713,1.2615894039735098,28.9564208984375,1076
2362,272,28,835,1704,1.105263157894737,26.03314208984375,950
2363,282,27,1197,1785,1.3717948717948718,-12.8514404296875,1199
2364,279,27,1004,1793,1.2412587412587412,-2.91552734375,1048
2365,280,49,998,1803,1.1617161716171618,22.50390625,1070
2366,277,31,929,1725,1.098976109215017,-12.17547607421875,966
2367,269,29,912,1666,1.3134328358208955,-42.6739501953125,1009
2368,258,36,786,1687,1.068592057761733,-31.02001953125,880
2369,272,20,780,1768,1.0766550522648084,-4.0653076171875,849
2370,243,29,663,1626,1.1603053435114503,-16.82025146484375,850
2371,258,23,642,1684,1.025735294117647,15.408203125,788
2372,287,20,913,1751,1.1672473867595818,43.05767822265625,998
2373,280,24,858,1852,1.0297029702970297,11.806396484375,875
2374,233,28,647,1624,1.010989010989011,-17.285400390625,801
2375,266,21,777,1723,1.105072463768116,-24.2421875,850
2376,284,21,1146,1775,1.1980830670926517,17.2977294921875,1132
2377,268,18,591,1784,1.0749063670411985,12.01495361328125,759
2378,252,19,552,1662,1.1148936170212767,-14.06610107421875,740
2379,267,48,858,1719,1.0734265734265733,30.91571044921875,1015
2380,285,35,1143,1814,1.2646048109965635,-19.446533203125,1128
2381,302,20,1078,1877,1.2222222222222223,55.868408203125,1087
2382,257,33,811,1653,1.3091603053435115,-4.3421630859375,1002
2383,272,38,837,1757,1.125,4.88525390625,953
2384,260,34,878,1718,1.226148409893993,24.74615478515625,1029
2385,283,25,732,1842,0.9236111111111112,20.38018798828125,789
2386,283,33,732,1863,1.0352112676056338,49.49554443359375,848
2387,311,20,873,1966,1.154981549815498,-95.01220703125,840
2388,284,33,1231,1786,1.2826086956521738,32.85546875,1245
2389,275,30,685,1689,1.1064638783269962,22.44873046875,856
2390,267,34,916,1700,1.2937062937062938,41.86767578125,1100
2391,260,22,786,1730,1.0996563573883162,32.283935546875,913
2392,267,21,783,1781,1.22265625,19.8363037109375,919
2393,247,25,690,1647,1.11328125,-26.2567138671875,825
2394,275,33,633,1698,1.0909090909090908,29.362548828125,826
2395,261,19,800,1671,1.1161048689138577,-9.9776611328125,888
2396,282,44,749,1812,1.0698529411764706,-34.7513427734375,817
2397,243,37,721,1715,1.1323529411764706,14.16607666015625,912
2398,276,22,845,1807,1.1304347826086956,-8.38995361328125,891
2399,244,21,759,1748,1.0354609929078014,17.32952880859375,853
2400,273,41,765,1795,1.02020202020202,-10.923828125,845
2401,263,22,1178,1688,1.2154340836012862,70.680908203125,1200
2402,280,51,835,1854,1.1496350364963503,20.4691162109375,954
2403,252,20,644,1816,0.9359430604982206,-19.21514892578125,725
2404,264,41,791,1760,1.2190812720848057,58.597900390625,1005
2405,268,47,919,1694,1.2473118279569892,-7.975341796875,1061
2406,273,32,744,1757,1.0446735395189004,17.05780029296875,860
2407,273,25,819,1799,1.0594059405940595,10.2598876953125,880
2408,288,25,1181,1765,1.232484076433121,-6.5577392578125,1148
2409,274,26,697,1674,1.112781954887218,18.21075439453125,857
2410,298,37,1071,1819,1.123456790123457,47.0338134765625,1084
2411,282,39,1090,1729,1.1275964391691395,65.5706787109375,1175
2412,274,29,925,1761,1.204225352112676,28.19818115234375,1038
2413,296,22,1026,1899,1.1206896551724137,-61.97381591796875,920
2414,296,22,1196,1864,1.2373417721518987,36.7032470703125,1155
2415,297,24,882,1881,0.9791666666666666,10.47821044921875,838
2416,264,36,634,1746,0.974169741697417,11.055419921875,770
2417,277,24,840,1798,1.0684931506849316,-6.4229736328125,881
2418,278,31,991,1773,1.099337748344371,1.712158203125,1010
2419,279,24,677,1784,0.9803149606299213,-26.8756103515625,737
2420,274,28,1047,1740,1.2159468438538206,-7.186279296875,1084
2421,297,25,922,1979,1.207017543859649,-10.00970458984375,960
2422,261,29,822,1744,1.1552346570397112,-23.94451904296875,915
2423,284,27,899,1794,1.006872852233677,19.80615234375,914
2424,252,39,850,1637,1.1134020618556701,-36.08734130859375,960
2425,264,19,601,1737,1.0153256704980842,-16.47442626953125,724
2426,267,26,1206,1666,1.3973063973063973,3.9725341796875,1238
2427,272,27,816,1780,1.026143790849673,13.8759765625,878
2428,270,31,783,1740,1.0519031141868511,-1.00628662109375,872
2429,283,28,906,1748,1.1561461794019934,33.13116455078125,1004
2430,247,21,817,1667,1.1209964412811388,10.44281005859375,938
2431,266,23,872,1781,1.0827814569536425,21.5792236328125,936
2432,274,26,848,1756,1.1517241379310346,29.32757568359375,963
2433,268,24,869,1694,1.1902985074626866,-27.065185546875,950
2434,273,25,1108,1790,1.288888888888889,38.2587890625,1170
2435,270,27,974,1736,1.278688524590164,9.419189453125,1078
2436,276,29,1039,1836,1.2887323943661972,-45.834228515625,1038
2437,271,25,776,1740,1.0456140350877192,9.81024169921875,862
2438,256,34,718,1750,1.1018181818181818,5.6434326171875,870
2439,276,25,884,1770,1.1952054794520548,41.79766845703125,1010
